folder_id;Trail Type;Distance (km);Elevation gain (m);Est. Time (hrs);Difficulty;Rating (out of 5);Available images;Image file path;Image URL;image_id;Coordinates (Lat, lon);Username;Date;id
Pecol - Casera di Pioda;Out & Back;19,5;1710;6,75;Hard;4,4;239;/Users/just/Documents/ERM/Hiking trail images/Pecol - Casera di Pioda/Image 11.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzk2MjYzMDUvZTdiNjgwZDAxM2FiODRhODk3YzVjYTdjYzZmNTJhZDAuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;11;46.40642, 12.07346;Martina Perhat;24/07/2024;Pecol - Casera di Pioda 11
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 1.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvOTIyMDQ4OTUvYTZlNTVkMTBmZDZjMzIxODBkNzY4NjUxM2ZmYTczMWUuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;1;46.41100, 12.07529;Internal Photos;07/02/2025;Col dei Baldi - Coldai Lake 1
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 2.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODE5NDYwNzEvNzRiZDhhYmMxMGRhMzM3NjM5YTk1MDY4Yjc0MzJjNDMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;2;46.40716, 12.07542;Chloé Bourdon;22/08/2024;Col dei Baldi - Coldai Lake 2
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 3.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODMxMjczNzIvMTAwNjlmZTJmY2MyMDkyOTk1ZjhlNWQ2NWU3YTQwZjQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;3;46.40605, 12.07267;Nikola Svobodova;05/09/2024;Col dei Baldi - Coldai Lake 3
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 4.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvOTE4OTExNjUvOWIyY2E3OTRlOGE0ODQ3NWRlNWMxMDE2NDZjNjg0Y2QuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;4;46.39959, 12.06498;Internal Photos;04/02/2025;Col dei Baldi - Coldai Lake 4
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 5.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODEwNTE5NjYvMmZmNjViMWJlMTAyYTYwOGVmZmVjNmY4MTAwMDM2NzMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;5;46.39948, 12.06432;Lucas Hall;11/08/2024;Col dei Baldi - Coldai Lake 5
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 6.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODk2MDk5NDkvYjk4NjU4ZmIzZTdiN2MzNjQ3Nzk4MjIyM2NkYzg2ZDIuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;6;46.39978, 12.06326;Riccardo M;10/11/2024;Col dei Baldi - Coldai Lake 6
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 7.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODQwMDU1OTMvYjUzYzE2NWExOTFkMjBlMjEyNDZmNzlhMTA3NjUwMjkuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;7;46.39966, 12.06157;V B;16/09/2024;Col dei Baldi - Coldai Lake 7
Col dei Baldi - Coldai Lake;Out & Back;8,7;478;3,12;Moderate;4,7;389;/Users/just/Documents/ERM/Hiking trail images/Col dei Baldi - Coldai Lake/Image 8.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODExNjYwOTUvM2ZlMzY3MDA4M2JiYzEyOTZkYTE4YjVkNzc4YmQ5ZGQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;8;46.39932, 12.06005;Paula Blunck;12/08/2024;Col dei Baldi - Coldai Lake 8
Stua Lake - Piani Eterni;Out & Back;16,3;1248;7,14;Hard;4,4;115;/Users/just/Documents/ERM/Hiking trail images/Stua Lake - Piani Eterni/Image 1.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvOTAxODk3MDUvOTg5YWUyNDBiZWI1YTM0YmVkOTNhY2YzNGVhNzYxYTguanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;1;46.12991, 11.94673;Elia Perantoni;03/01/2025;Stua Lake - Piani Eterni 1
Stua Lake - Piani Eterni;Out & Back;16,3;1248;7,14;Hard;4,4;115;/Users/just/Documents/ERM/Hiking trail images/Stua Lake - Piani Eterni/Image 2.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzk3MDYzNjAvZmQ1ODk0MjU2YjFhMTEwMGNlMWI5MzJkMzY4MjNjYmIuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;2;46.13101, 11.94545;Just Saying;25/07/2024;Stua Lake - Piani Eterni 2
Stua Lake - Piani Eterni;Out & Back;16,3;1248;7,14;Hard;4,4;115;/Users/just/Documents/ERM/Hiking trail images/Stua Lake - Piani Eterni/Image 3.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNTQzNjY0NzcvZTc5MGVmZmViZTJlOWJlMzRhZjRmZjA2MTc5MDVjMGMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;3;46.13829, 11.94817;Taras Dikhtenko;02/10/2022;Stua Lake - Piani Eterni 3
Stua Lake - Piani Eterni;Out & Back;16,3;1248;7,14;Hard;4,4;115;/Users/just/Documents/ERM/Hiking trail images/Stua Lake - Piani Eterni/Image 4.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNjU3NzUzMDYvYjNhYjUwNWZhNThhZDkzMmJjNGNkZjUxNGJjNTc3Y2EuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;4;46.14408, 11.95586;Andrei Jurj;20/09/2023;Stua Lake - Piani Eterni 4
Stua Lake - Piani Eterni;Out & Back;16,3;1248;7,14;Hard;4,4;115;/Users/just/Documents/ERM/Hiking trail images/Stua Lake - Piani Eterni/Image 5.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvMTYyMDc2NDkvODM3OWI1MGYxNDYzYzdiOGJhYzE0ZTliN2ZmZTkwNjQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;5;46.14808, 11.96212;Matteo Paolelli;31/12/2016;Stua Lake - Piani Eterni 5
Stua Lake - Piani Eterni;Out & Back;16,3;1248;7,14;Hard;4,4;115;/Users/just/Documents/ERM/Hiking trail images/Stua Lake - Piani Eterni/Image 6.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNTQzNjY0NzEvZmMwYTY0MTY0NDFlNzBlMjY0NjlkOWVmNzQ4Nzc5MGQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;6;46.14715, 11.96708;Taras Dikhtenko;02/10/2022;Stua Lake - Piani Eterni 6
